,anio,cesareas,establecimiento_nombre,establecimiento_dependencia,establecimiento_region_sanitaria,establecimiento_municipio_id,establecimiento_municipio_nombre,partos,latitud,longitud
439,2015,0,Unidad de Salud F. Caputto,municipal,XII,60427,La Matanza,0,-34.7701647288425,-58.625448693896
440,2015,0,Unidad Sanitaria Ezcurra,municipal,XII,60427,La Matanza,0,-34.7701647288425,-58.625448693896
441,2015,0,Unidad Sanitaria Doctor Ramon Carrillo,municipal,XII,60427,La Matanza,0,-34.7701647288425,-58.625448693896
442,2016,0,UPA 18,Provincial,XII,60427,La Matanza,1,-34.7701647288425,-58.625448693896
443,2016,0,Unidad Sanitaria Doctor A. Sakamoto,Municipal,XII,60427,La Matanza,1,-34.7701647288425,-58.625448693896
444,2016,0,Centro de Salud N° 7 Doctor Eizaguirre,Municipal,XII,60427,La Matanza,1,-34.7701647288425,-58.625448693896
445,2017,0,UPA 18,Provincial,XII,60427,La Matanza,1,-34.7701647288425,-58.625448693896
446,2017,0,Unidad Sanitaria Doctor R. Carrillo,municipal,XII,60427,La Matanza,1,-34.7701647288425,-58.625448693896
447,2015,1231,Hospital Interzonal General de Ag. General San Martín,provincial,XI,60441,La Plata,3395,-35.0034938071388,-58.0180274991075
448,2017,1078,Hospital Interzonal General de Ag. General San Martín,Provincial,XI,60441,La Plata,2404,-35.0034938071388,-58.0180274991075
449,2016,937,Hospital Interzonal General de Ag. General San Martín,Provincial,XI,60441,La Plata,2349,-35.0034938071388,-58.0180274991075
450,2016,504,Hospital Zonal General de Ag. San Roque,Provincial,XI,60441,La Plata,1559,-35.0034938071388,-58.0180274991075
451,2017,503,Hospital Interzonal General de Ag. San Roque,Provincial,XI,60441,La Plata,1507,-35.0034938071388,-58.0180274991075
452,2016,464,Hospital Interzonal General de Ag. y Cron. Doctor A Korn,Provincial,XI,60441,La Plata,1704,-35.0034938071388,-58.0180274991075
453,2015,449,Hospital Zonal General de Ag. San Roque,provincial,XI,60441,La Plata,1610,-35.0034938071388,-58.0180274991075
454,2017,436,Hospital Zonal General de Ag. Doctor Ricardo Gutierrez,Provincial,XI,60441,La Plata,1683,-35.0034938071388,-58.0180274991075
455,2016,417,Hospital Zonal General de Ag. Doctor R. Gutierrez,Provincial,XI,60441,La Plata,1652,-35.0034938071388,-58.0180274991075
456,2015,319,Hospital Interzonal General de Ag. y Cron. Doctor A Korn,provincial,XI,60441,La Plata,1667,-35.0034938071388,-58.0180274991075
457,2015,297,Hospital Zonal General de Ag. Doctor R. Gutierrez,provincial,XI,60441,La Plata,1230,-35.0034938071388,-58.0180274991075
458,2017,252,Hospital Interzonal Esp. de Ag. y Crón. Doctor A. Korn,Provincial,XI,60441,La Plata,1360,-35.0034938071388,-58.0180274991075
459,2014,1284,Hospital Interzonal General de Ag. General San Martín,provincial,XI,60441,La Plata,3833,-35.0034938071388,-58.0180274991075
460,2014,425,Hospital Zonal General de Ag. San Roque,provincial,XI,60441,La Plata,1908,-35.0034938071388,-58.0180274991075
461,2014,387,Hospital Interzonal General de Ag. y Cron. Doctor A Korn,provincial,XI,60441,La Plata,1781,-35.0034938071388,-58.0180274991075
462,2014,199,Hospital Zonal General de Ag. Doctor R. Gutierrez,provincial,XI,60441,La Plata,966,-35.0034938071388,-58.0180274991075
463,2017,718,Hospital Interzonal General de Ag. Evita,Provincial,VI,60434,Lanús,2055,-34.7057824914421,-58.3954484986823
464,2016,602,Hospital Interzonal General de Ag. Evita,Provincial,VI,60434,Lanús,1904,-34.7057824914421,-58.3954484986823
465,2015,416,Hospital Interzonal General de Ag. Evita,provincial,VI,60434,Lanús,1606,-34.7057824914421,-58.3954484986823
466,2015,352,Hospital Zonal General de Ag. N. López,provincial,VI,60434,Lanús,1476,-34.7057824914421,-58.3954484986823
467,2016,326,Hospital Zonal General de Ag. N. López,Provincial,VI,60434,Lanús,1388,-34.7057824914421,-58.3954484986823
468,2017,323,Hospital Zonal General de Ag. Narciso López,Provincial,VI,60434,Lanús,1168,-34.7057824914421,-58.3954484986823
469,2014,721,Hospital Interzonal General de Ag. Evita,provincial,VI,60434,Lanús,2784,-34.7057824914421,-58.3954484986823
470,2014,317,Hospital Zonal General de Ag. N. López,provincial,VI,60434,Lanús,1370,-34.7057824914421,-58.3954484986823
471,2014,0,Hospital Local General de Ag. Doctor A. Melo,provincial,VI,60434,Lanús,0,-34.7057824914421,-58.3954484986823
472,2015,0,Hospital Local General de Ag. Doctor A. Melo,provincial,VI,60434,Lanús,0,-34.7057824914421,-58.3954484986823
473,2017,107,Hospital Doctor Pedro S. Sancholuz,municipal,IX,60448,Laprida,180,-37.5155525089772,-60.7680626719213
474,2016,104,Hospital Doctor Pedro S. Sancholuz,Municipal,IX,60448,Laprida,175,-37.5155525089772,-60.7680626719213
475,2015,91,Hospital Doctor Pedro S. Sancholuz,municipal,IX,60448,Laprida,167,-37.5155525089772,-60.7680626719213
476,2014,82,Hospital Doctor Pedro S. Sancholuz,municipal,IX,60448,Laprida,147,-37.5155525089772,-60.7680626719213
477,2017,135,Hospital Zonal General de Las Flores,Provincial,IX,60455,Las Flores,188,-36.0157017377305,-59.1769657671576
478,2016,121,Hospital Subzonal General de Las Flores,Provincial,IX,60455,Las Flores,185,-36.0157017377305,-59.1769657671576
479,2015,99,Hospital Subzonal General de Las Flores,provincial,IX,60455,Las Flores,154,-36.0157017377305,-59.1769657671576
480,2014,94,Hospital Subzonal General de Las Flores,provincial,IX,60455,Las Flores,157,-36.0157017377305,-59.1769657671576
481,2015,129,Hospital Municipal de Leandro N. Alem,municipal,III,60462,Leandro N. Alem,163,-34.497956349747,-61.6129309245572
482,2017,127,Hospital Municipal Leandro N. Alem,municipal,III,60462,Leandro N. Alem,140,-34.497956349747,-61.6129309245572
483,2016,121,Hospital Municipal de Leandro N. Alem,Municipal,III,60462,Leandro N. Alem,150,-34.497956349747,-61.6129309245572
484,2014,104,Hospital Municipal de Leandro N. Alem,municipal,III,60462,Leandro N. Alem,143,-34.497956349747,-61.6129309245572
485,2014,0,Unidad Sanitaria Doctor P. R. Groupierre,municipal,III,60462,Leandro N. Alem,0,-34.497956349747,-61.6129309245572
486,2015,0,Unidad Sanitaria Doctor P. R. Groupierre,municipal,III,60462,Leandro N. Alem,0,-34.497956349747,-61.6129309245572
487,2014,0,UPA 7,provincial,XI,60466,Lezama,0,-35.8494190496267,-57.89575256553
488,2015,0,UPA 7,provincial,XI,60466,Lezama,1,-35.8494190496267,-57.89575256553
489,2017,0,UPA 7,Provincial,XI,60466,Lezama,1,-35.8494190496267,-57.89575256553
490,2017,68,HospitalSubzonal Municipal Doctor R. O. Miravalle,municipal,III,60469,Lincoln,233,-35.070384883326,-61.6827618200122
491,2016,66,Hospital Subzonal Doctor Miravalle,Municipal,III,60469,Lincoln,244,-35.070384883326,-61.6827618200122
492,2015,63,Hospital Subzonal Doctor Miravalle,municipal,III,60469,Lincoln,235,-35.070384883326,-61.6827618200122
493,2014,61,Hospital Subzonal Doctor Miravalle,municipal,III,60469,Lincoln,271,-35.070384883326,-61.6827618200122
494,2015,0,Unidad Sanitaria M. de Hoz,municipal,III,60469,Lincoln,3,-35.070384883326,-61.6827618200122
495,2015,0,Unidad Sanitaria Pasteur,municipal,III,60469,Lincoln,0,-35.070384883326,-61.6827618200122
496,2015,0,Unidad Sanitaria Roberts,municipal,III,60469,Lincoln,0,-35.070384883326,-61.6827618200122
497,2014,0,Unidad Sanitaria M. de Hoz,municipal,III,60469,Lincoln,0,-35.070384883326,-61.6827618200122
498,2014,0,Unidad Sanitaria Pasteur,municipal,III,60469,Lincoln,2,-35.070384883326,-61.6827618200122
499,2014,0,Unidad Sanitaria Roberts,municipal,III,60469,Lincoln,0,-35.070384883326,-61.6827618200122
500,2015,142,Hospital Gaspar Campos,municipal,VIII,60476,Lobería,232,-38.0897033467581,-58.6939656644915
501,2016,110,Hospital Gaspar Campos,Municipal,VIII,60476,Lobería,192,-38.0897033467581,-58.6939656644915
502,2017,105,Hospital Municipal Gaspar Campos,municipal,VIII,60476,Lobería,159,-38.0897033467581,-58.6939656644915
503,2014,104,Hospital Gaspar Campos,municipal,VIII,60476,Lobería,172,-38.0897033467581,-58.6939656644915
504,2014,0,Unidad Sanitaria San Manuel,municipal,VIII,60476,Lobería,0,-38.0897033467581,-58.6939656644915
505,2015,0,Unidad Sanitaria San Manuel,municipal,VIII,60476,Lobería,0,-38.0897033467581,-58.6939656644915
506,2016,128,Hospital Zonal General de Ag. de Lobos,Provincial,X,60483,Lobos,369,-35.2195598528609,-59.1458071242931
507,2017,119,Hospital Zonal General de Ag. de Lobos,Provincial,X,60483,Lobos,348,-35.2195598528609,-59.1458071242931
508,2015,109,Hospital Zonal General de Ag. de Lobos,provincial,X,60483,Lobos,356,-35.2195598528609,-59.1458071242931
509,2014,130,Hospital Zonal General de Ag. de Lobos,provincial,X,60483,Lobos,351,-35.2195598528609,-59.1458071242931
510,2015,685,Hospital Interzonal General de Ag. L. C. de Gandulfo,provincial,VI,60490,Lomas de Zamora,3211,-34.7554643393452,-58.4240829326534
511,2016,607,Hospital Interzonal General de Ag. L. C. de Gandulfo,Provincial,VI,60490,Lomas de Zamora,2749,-34.7554643393452,-58.4240829326534
512,2017,528,Hospital Interzonal General de Ag. Luisa C. de Gandulfo,Provincial,VI,60490,Lomas de Zamora,2264,-34.7554643393452,-58.4240829326534
513,2017,377,Hospital Mat. Infantil Doctor Oscar E. Alende,municipal,VI,60490,Lomas de Zamora,1189,-34.7554643393452,-58.4240829326534
514,2015,375,Hospital Local Materno Infantil Doctor Oscar Alende,municipal,VI,60490,Lomas de Zamora,1262,-34.7554643393452,-58.4240829326534
515,2016,282,Hospital Local Materno Infantil Doctor Oscar Alende,Municipal,VI,60490,Lomas de Zamora,908,-34.7554643393452,-58.4240829326534
516,2014,623,Hospital Interzonal General de Ag. L. C. de Gandulfo,provincial,VI,60490,Lomas de Zamora,3180,-34.7554643393452,-58.4240829326534
517,2014,324,Hospital Local Materno Infantil Doctor Oscar Alende,municipal,VI,60490,Lomas de Zamora,1158,-34.7554643393452,-58.4240829326534
518,2014,0,Unidad Sanitaria Lavallol,municipal,VI,60490,Lomas de Zamora,0,-34.7554643393452,-58.4240829326534
519,2014,0,Unidad Sanitaria Doctor E. Finochietto,municipal,VI,60490,Lomas de Zamora,0,-34.7554643393452,-58.4240829326534
520,2014,0,Unidad Sanitaria 19 de Diciembre,municipal,VI,60490,Lomas de Zamora,0,-34.7554643393452,-58.4240829326534
521,2014,0,Unidad Sanitaria General Lamadrid,municipal,VI,60490,Lomas de Zamora,0,-34.7554643393452,-58.4240829326534
522,2015,0,Unidad Sanitaria Lavallol,municipal,VI,60490,Lomas de Zamora,0,-34.7554643393452,-58.4240829326534
523,2015,0,Unidad Sanitaria Doctor E. Finochietto,municipal,VI,60490,Lomas de Zamora,0,-34.7554643393452,-58.4240829326534
524,2015,0,Unidad Sanitaria 19 de Diciembre,municipal,VI,60490,Lomas de Zamora,0,-34.7554643393452,-58.4240829326534
525,2015,0,Unidad Sanitaria General Lamadrid,municipal,VI,60490,Lomas de Zamora,0,-34.7554643393452,-58.4240829326534
526,2017,471,Hospital Municipal Ntra. Sra. de Luján,municipal,VII,60497,Luján,1024,-34.5676194636906,-59.1585123543241
527,2015,457,Hospital Local Nstra. Sra. de Luján,municipal,VII,60497,Luján,1059,-34.5676194636906,-59.1585123543241
528,2016,430,Hospital Local Nstra. Sra. de Luján,Municipal,VII,60497,Luján,928,-34.5676194636906,-59.1585123543241
529,2014,511,Hospital Local Nstra. Sra. de Luján,municipal,VII,60497,Luján,1183,-34.5676194636906,-59.1585123543241
530,2016,112,Hospital Subzonal Santa María Magdalena,Municipal,XI,60505,Magdalena,185,-35.1849498630336,-57.6863916153998
531,2015,100,Hospital Subzonal Santa María Magdalena,municipal,XI,60505,Magdalena,181,-35.1849498630336,-57.6863916153998
532,2017,88,Hospital Subzonal Santa María Magdalena,municipal,XI,60505,Magdalena,128,-35.1849498630336,-57.6863916153998
533,2014,107,Hospital Subzonal Santa María Magdalena,municipal,XI,60505,Magdalena,184,-35.1849498630336,-57.6863916153998
534,2015,78,Hospital Subzonal de Maipú,municipal,VIII,60511,Maipú,116,-36.8865728370606,-57.5861731541635
535,2016,62,Hospital Subzonal de Maipú,Municipal,VIII,60511,Maipú,88,-36.8865728370606,-57.5861731541635
536,2017,48,Hospital Subzonal de Maipú,municipal,VIII,60511,Maipú,72,-36.8865728370606,-57.5861731541635
537,2014,52,Hospital Subzonal de Maipú,municipal,VIII,60511,Maipú,83,-36.8865728370606,-57.5861731541635
538,2017,1066,Hospital Municipal de Trauma y Emerg. Doctor F. A. Abete,municipal,V,60515,Malvinas Argentinas,3321,-34.4873038284663,-58.7121329971982
539,2016,1045,Hospital Municipal de Trauma y Emerg. Doctor F. A. Abete,Municipal,V,60515,Malvinas Argentinas,3407,-34.4873038284663,-58.7121329971982
540,2015,1014,Hospital Municipal de Trauma y Emerg. Doctor F. A. Abete,municipal,V,60515,Malvinas Argentinas,3043,-34.4873038284663,-58.7121329971982
541,2015,0,Hospital Mat. Inf. M. A. de Menem,municipal,V,60515,Malvinas Argentinas,0,-34.4873038284663,-58.7121329971982
542,2015,0,Hospital Doctor Ramón Carrillo,municipal,V,60515,Malvinas Argentinas,0,-34.4873038284663,-58.7121329971982
543,2014,1282,Hospital Municipal de Trauma y Emerg. Doctor F. A. Abete,municipal,V,60515,Malvinas Argentinas,3975,-34.4873038284663,-58.7121329971982
544,2014,0,Hospital Mat. Inf. M. A. de Menem,municipal,V,60515,Malvinas Argentinas,0,-34.4873038284663,-58.7121329971982
545,2014,0,Hospital Doctor Ramón Carrillo,municipal,V,60515,Malvinas Argentinas,0,-34.4873038284663,-58.7121329971982
546,2014,0,Hospital Municipal E. Aristizabal,municipal,VIII,60518,Mar Chiquita,0,-37.4984341236931,-57.6436183313312
547,2014,0,Unidad Sanitaria Luis Sagasta,municipal,VIII,60518,Mar Chiquita,0,-37.4984341236931,-57.6436183313312
548,2015,0,Hospital Municipal E. Aristizabal,municipal,VIII,60518,Mar Chiquita,0,-37.4984341236931,-57.6436183313312
549,2015,0,Unidad Sanitaria Luis Sagasta,municipal,VIII,60518,Mar Chiquita,0,-37.4984341236931,-57.6436183313312
550,2016,0,Unidad Sanitaria Luis Sagasta,Municipal,VIII,60518,Mar Chiquita,3,-37.4984341236931,-57.6436183313312
551,2017,243,Hospital Doctor Hétor J. DAgnillo,municipal,VII,60525,Marcos Paz,561,-34.8137199832046,-58.8480634347315
552,2015,187,Hospital Doctor A. D'Agnillo,municipal,VII,60525,Marcos Paz,590,-34.8137199832046,-58.8480634347315
553,2016,93,Hospital Doctor A. D'Agnillo,Municipal,VII,60525,Marcos Paz,336,-34.8137199832046,-58.8480634347315
554,2014,211,Hospital Doctor A. D'Agnillo,municipal,VII,60525,Marcos Paz,694,-34.8137199832046,-58.8480634347315
555,2014,0,Unidad Sanitaria Eva Perón,municipal,VII,60525,Marcos Paz,0,-34.8137199832046,-58.8480634347315
556,2015,0,Unidad Sanitaria Eva Perón,municipal,VII,60525,Marcos Paz,0,-34.8137199832046,-58.8480634347315
557,2016,338,Hospital Zonal General de Ag. Blas Dubarry,Provincial,X,60532,Mercedes,600,-34.6971944325993,-59.42081198401
558,2015,332,Hospital Zonal General de Ag. Blas Dubarry,provincial,X,60532,Mercedes,626,-34.6971944325993,-59.42081198401
559,2017,320,Hospital Zonal General de Agudos Blas Dubarry,Provincial,X,60532,Mercedes,537,-34.6971944325993,-59.42081198401
560,2014,0,Hospital Zonal General de Ag. Blas Dubarry,provincial,X,60532,Mercedes,0,-34.6971944325993,-59.42081198401
561,2015,864,Hospital Zonal General de Ag. H. de Malvinas,provincial,VII,60539,Merlo,2698,-34.7108867791705,-58.7418777656329
562,2017,804,Hospital Mat. Infantil Doctor P. Chutro,municipal,VII,60539,Merlo,3301,-34.7108867791705,-58.7418777656329
563,2016,690,Hospital Local Esp. Materno Infantil Doctor P. Chutro,Municipal,VII,60539,Merlo,2884,-34.7108867791705,-58.7418777656329
564,2016,659,Hospital Zonal General de Ag. H. de Malvinas,Provincial,VII,60539,Merlo,1661,-34.7108867791705,-58.7418777656329
565,2015,527,Hospital Local Esp. Materno Infantil Doctor P. Chutro,municipal,VII,60539,Merlo,1845,-34.7108867791705,-58.7418777656329
566,2017,207,Hospital Mat. Infantil Pontevedra,municipal,VII,60539,Merlo,605,-34.7108867791705,-58.7418777656329
567,2017,140,Hospital Zonal General de Ag. Héroes de Malvinas,Provincial,VII,60539,Merlo,385,-34.7108867791705,-58.7418777656329
568,2016,120,Hospital Materno Infantil Pontevedra,Municipal,VII,60539,Merlo,418,-34.7108867791705,-58.7418777656329
569,2015,88,Hospital Materno Infantil Pontevedra,municipal,VII,60539,Merlo,383,-34.7108867791705,-58.7418777656329
570,2014,935,Hospital Zonal General de Ag. H. de Malvinas,provincial,VII,60539,Merlo,3163,-34.7108867791705,-58.7418777656329
571,2014,377,Hospital Local Esp. Materno Infantil Doctor P. Chutro,municipal,VII,60539,Merlo,1409,-34.7108867791705,-58.7418777656329
572,2014,355,Hospital Materno Infantil Pontevedra,municipal,VII,60539,Merlo,1026,-34.7108867791705,-58.7418777656329
573,2014,0,Hospital Eva Perón,municipal,VII,60539,Merlo,0,-34.7108867791705,-58.7418777656329
574,2015,0,Hospital Eva Perón,municipal,VII,60539,Merlo,0,-34.7108867791705,-58.7418777656329
575,2015,136,Hospital Zenón Videla Dorna,provincial,XI,60547,Monte,241,-35.5103702936319,-58.7694635013319
576,2016,135,Hospital Zenón Videla Dorna,Provincial,XI,60547,Monte,217,-35.5103702936319,-58.7694635013319
577,2017,118,Hospital  Zenón Videla Dorna,Provincial,XI,60547,Monte,232,-35.5103702936319,-58.7694635013319
578,2014,135,Hospital Zenón Videla Dorna,provincial,XI,60547,Monte,286,-35.5103702936319,-58.7694635013319
579,2016,17,Hospital Menor Doctor Carrillo,Municipal,I,60553,Monte Hermoso,18,-38.96257223668,-61.2904738793276
580,2015,14,Hospital Menor Doctor Carrillo,municipal,I,60553,Monte Hermoso,15,-38.96257223668,-61.2904738793276
581,2017,1,Hospital Municipal Doctor R. Carrillo,municipal,I,60553,Monte Hermoso,3,-38.96257223668,-61.2904738793276
582,2014,22,Hospital Menor Doctor Carrillo,municipal,I,60553,Monte Hermoso,27,-38.96257223668,-61.2904738793276
583,2015,1381,Hospital Mariano y Luciano de la Vega,provincial,VII,60560,Moreno,4069,-34.610617117824,-58.8109232680035
584,2016,1218,Hospital Mariano y Luciano de la Vega,Provincial,VII,60560,Moreno,3677,-34.610617117824,-58.8109232680035
585,2017,1078,Hospital Zonal General M.L. De la Vega,Provincial,VII,60560,Moreno,3116,-34.610617117824,-58.8109232680035
586,2016,206,Maternidad Estela de Carlotto,Provincial,VII,60560,Moreno,1588,-34.610617117824,-58.8109232680035
587,2015,135,Maternidad Estela de Carlotto,provincial,VII,60560,Moreno,807,-34.610617117824,-58.8109232680035
588,2017,126,Maternidad Estela de Carlotto,Provincial,VII,60560,Moreno,1201,-34.610617117824,-58.8109232680035
589,2015,0,Hospital Mariano y Luciano de la Vega,provincial,V,60560,Moreno,0,-34.610617117824,-58.8109232680035
590,2015,0,Unidad Sanitaria N° 4,municipal,V,60560,Moreno,0,-34.610617117824,-58.8109232680035
591,2015,0,Unidad Sanitaria N° 13,municipal,V,60560,Moreno,0,-34.610617117824,-58.8109232680035
592,2015,0,Unidad Sanitaria N° San Brizzi,municipal,V,60560,Moreno,0,-34.610617117824,-58.8109232680035
593,2015,0,Unidad Sanitaria Bangiovano,municipal,V,60560,Moreno,0,-34.610617117824,-58.8109232680035
594,2015,0,Unidad Sanitaria N° 5,municipal,V,60560,Moreno,0,-34.610617117824,-58.8109232680035
595,2014,1199,Hospital Mariano y Luciano de la Vega,provincial,VII,60560,Moreno,4310,-34.610617117824,-58.8109232680035
596,2014,15,Maternidad Estela de Carlotto,provincial,VII,60560,Moreno,288,-34.610617117824,-58.8109232680035
597,2014,0,Hospital Mariano y Luciano de la Vega,provincial,V,60560,Moreno,0,-34.610617117824,-58.8109232680035
598,2014,0,Unidad Sanitaria N° 4,municipal,V,60560,Moreno,0,-34.610617117824,-58.8109232680035
599,2014,0,Unidad Sanitaria N° 13,municipal,V,60560,Moreno,0,-34.610617117824,-58.8109232680035
600,2014,0,Unidad Sanitaria N° San Brizzi,municipal,V,60560,Moreno,0,-34.610617117824,-58.8109232680035
601,2014,0,Unidad Sanitaria Bangiovano,municipal,V,60560,Moreno,0,-34.610617117824,-58.8109232680035
602,2014,0,Unidad Sanitaria N° 5,municipal,V,60560,Moreno,0,-34.610617117824,-58.8109232680035
603,2014,0,Unidad Sanitaria N° 4,municipal,VII,60560,Moreno,0,-34.610617117824,-58.8109232680035
604,2014,0,Unidad Sanitaria N° 13,municipal,VII,60560,Moreno,0,-34.610617117824,-58.8109232680035
605,2014,0,Unidad Sanitaria N° San Brizzi,municipal,VII,60560,Moreno,0,-34.610617117824,-58.8109232680035
606,2014,0,Unidad Sanitaria Bangiovano,municipal,VII,60560,Moreno,0,-34.610617117824,-58.8109232680035
607,2015,0,Unidad Sanitaria N° 4,municipal,VII,60560,Moreno,0,-34.610617117824,-58.8109232680035
608,2015,0,Unidad Sanitaria N° 13,municipal,VII,60560,Moreno,0,-34.610617117824,-58.8109232680035
609,2015,0,Unidad Sanitaria N° San Brizzi,municipal,VII,60560,Moreno,0,-34.610617117824,-58.8109232680035
610,2015,0,Unidad Sanitaria Bangiovano,municipal,VII,60560,Moreno,0,-34.610617117824,-58.8109232680035
611,2015,0,Unidad Sanitaria N° 5,municipal,VII,60560,Moreno,0,-34.610617117824,-58.8109232680035
612,2014,0,Unidad Sanitaria N° 5,municipal,VII,60560,Moreno,0,-34.610617117824,-58.8109232680035
613,2017,1721,Hospital Nac. Doctor Posadas,Nacional,VII,60568,Morón,3689,-34.6491410653179,-58.6198433488168
614,2017,1418,Hospital Municipal O. B. de Lavignolle,municipal,VII,60568,Morón,3338,-34.6491410653179,-58.6198433488168
615,2016,1266,Hospital O. B. de Lavignolle,Municipal,VII,60568,Morón,3487,-34.6491410653179,-58.6198433488168
616,2015,1236,Hospital Nacional Prof. Doctor A Posadas,nacional,VII,60568,Morón,2781,-34.6491410653179,-58.6198433488168
617,2016,934,Hospital Nacional Prof. Doctor A Posadas,Nacional,VII,60568,Morón,1849,-34.6491410653179,-58.6198433488168
618,2015,930,Hospital O. B. de Lavignolle,municipal,VII,60568,Morón,2693,-34.6491410653179,-58.6198433488168
619,2014,945,Hospital Nacional Prof. Doctor A Posadas,nacional,VII,60568,Morón,2932,-34.6491410653179,-58.6198433488168
620,2014,899,Hospital O. B. de Lavignolle,municipal,VII,60568,Morón,2533,-34.6491410653179,-58.6198433488168
621,2015,154,Hospital Local General San Antonio de Padua,municipal,X,60574,Navarro,265,-35.0304083582525,-59.429785480408
622,2016,127,Hospital Local General San Antonio de Padua,Municipal,X,60574,Navarro,235,-35.0304083582525,-59.429785480408
623,2017,119,Hospital Municipal San Antonio de Padua,municipal,X,60574,Navarro,228,-35.0304083582525,-59.429785480408
624,2014,134,Hospital Local General San Antonio de Padua,municipal,X,60574,Navarro,263,-35.0304083582525,-59.429785480408
625,2016,342,Hospital Doctor Emilio Ferreyra,Municipal,VIII,60581,Necochea,841,-38.2555189703716,-59.1673660597249
626,2015,327,Hospital Doctor Emilio Ferreyra,municipal,VIII,60581,Necochea,761,-38.2555189703716,-59.1673660597249
627,2017,304,Hospital Municipal Doctor Emilio Ferreyra,municipal,VIII,60581,Necochea,747,-38.2555189703716,-59.1673660597249
628,2014,314,Hospital Doctor Emilio Ferreyra,municipal,VIII,60581,Necochea,765,-38.2555189703716,-59.1673660597249
629,2014,0,Unidad Sanitaria Claráz,municipal,VIII,60581,Necochea,0,-38.2555189703716,-59.1673660597249
630,2014,0,Unidad Sanitaria La Dulce,municipal,VIII,60581,Necochea,0,-38.2555189703716,-59.1673660597249
631,2014,0,Hospital N. Fernández Cattoni,municipal,VIII,60581,Necochea,0,-38.2555189703716,-59.1673660597249
632,2015,0,Unidad Sanitaria Claráz,municipal,VIII,60581,Necochea,0,-38.2555189703716,-59.1673660597249
633,2015,0,Unidad Sanitaria La Dulce,municipal,VIII,60581,Necochea,0,-38.2555189703716,-59.1673660597249
634,2015,0,Hospital N. Fernández Cattoni,municipal,VIII,60581,Necochea,0,-38.2555189703716,-59.1673660597249
635,2016,0,Hospital Municpal N. Cattoni,Municipal,VIII,60581,Necochea,1,-38.2555189703716,-59.1673660597249
636,2015,332,Hospital Zonal Municipal Doctor Héctor Cura,municipal,IX,60595,Olavarría,722,-36.8567012129546,-60.6707349373354
637,2016,305,Hospital Zonal Municipal Doctor Héctor Cura,Municipal,IX,60595,Olavarría,663,-36.8567012129546,-60.6707349373354
638,2017,302,Hospital Municipal Doctor Héctor Cura,municipal,IX,60595,Olavarría,686,-36.8567012129546,-60.6707349373354
639,2014,315,Hospital Zonal Municipal Doctor Héctor Cura,municipal,IX,60595,Olavarría,732,-36.8567012129546,-60.6707349373354
640,2014,0,Hospital Local Municipal de Crónicos de Espigas,municipal,IX,60595,Olavarría,0,-36.8567012129546,-60.6707349373354
641,2015,0,Hospital Local Municipal de Crónicos de Espigas,municipal,IX,60595,Olavarría,0,-36.8567012129546,-60.6707349373354
642,2015,171,Hospital Local Doctor Pedro Ecay,municipal,I,60602,Patagones,336,-40.197325042123,-62.8529085912033
643,2017,127,Hospital Municipal de Agudos Doctor Pedro Ecay,municipal,I,60602,Patagones,290,-40.197325042123,-62.8529085912033
644,2016,109,Hospital Local Doctor Pedro Ecay,Municipal,I,60602,Patagones,285,-40.197325042123,-62.8529085912033
645,2015,3,Hospital Local Stroeder,municipal,I,60602,Patagones,5,-40.197325042123,-62.8529085912033
646,2015,0,Unidad Sanitaria San Blas,municipal,I,60602,Patagones,0,-40.197325042123,-62.8529085912033
647,2015,0,Hospital Local Villalonga,municipal,I,60602,Patagones,10,-40.197325042123,-62.8529085912033
648,2014,160,Hospital Local Doctor Pedro Ecay,municipal,I,60602,Patagones,358,-40.197325042123,-62.8529085912033
649,2014,0,Hospital Local Stroeder,municipal,I,60602,Patagones,6,-40.197325042123,-62.8529085912033
650,2014,0,Unidad Sanitaria San Blas,municipal,I,60602,Patagones,0,-40.197325042123,-62.8529085912033
651,2014,0,Hospital Local Villalonga,municipal,I,60602,Patagones,9,-40.197325042123,-62.8529085912033
652,2016,0,Hospital Local Stroeder,Municipal,I,60602,Patagones,1,-40.197325042123,-62.8529085912033
653,2016,0,Hospital Local Villalonga,Municipal,I,60602,Patagones,13,-40.197325042123,-62.8529085912033
654,2017,0,Hospital Municipal de Villalonga,municipal,I,60602,Patagones,5,-40.197325042123,-62.8529085912033
655,2016,173,Hospital Zonal Doctor J. C. Aramburu,Municipal,II,60609,Pehuajó,304,-35.8833833438579,-61.9271985156994
656,2015,163,Hospital Zonal Doctor J. C. Aramburu,municipal,II,60609,Pehuajó,300,-35.8833833438579,-61.9271985156994
657,2017,140,Hospital Zonal Doctor J. C. Aramburu,municipal,II,60609,Pehuajó,270,-35.8833833438579,-61.9271985156994
658,2015,0,Hospital Local Fco. Benincasa,municipal,II,60609,Pehuajó,0,-35.8833833438579,-61.9271985156994
659,2015,0,Hospital Juan J. Paso,municipal,II,60609,Pehuajó,0,-35.8833833438579,-61.9271985156994
660,2015,0,Unidad Sanitaria Francisco Madero,municipal,II,60609,Pehuajó,0,-35.8833833438579,-61.9271985156994
661,2014,154,Hospital Zonal Doctor J. C. Aramburu,municipal,II,60609,Pehuajó,305,-35.8833833438579,-61.9271985156994
